samples,data,cell.type,condition,duration,Gene,quantile
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,SLC26A10,0.9917154339702461
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,SLC7A6,0.147500528802087
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,SQOR,0.7373616301205669
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,TDRD15,NA
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,TMLHE,0.10509060142424029
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,TPI1,0.9817739547345413
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,TST,0.8658605372629204
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,UNKL,0.2877388422759642
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,WNT4,0.6288161883945569
GSE53510_HPMEC_1% O2_24h,GSE53510,HPMEC,1% O2,24h,ZACN,0.3028978354367905
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ACSF3,0.16180290813400358
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ACSS2,0.37917074322728656
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ADAM11,0.7786511926048378
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ALDOA,0.869302655106103
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ATXN1L,0.20437906953206708
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,BAZ2B,0.8485206302081576
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,BTBD17,0.5349347188016599
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,CBS,0.8152896326034884
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,CDO1,0.7455551432137917
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,CLUAP1,0.6358759825916804
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,COLQ,0.5838534462400053
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,CRISP2,NA
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,CTSB,0.2995850342431092
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,DRAM2,0.5938058769947033
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,DUSP11,0.41725987652238455
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,EEF2K,0.09294558213285652
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,EGLN2,0.0620761782665902
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ENDOU,0.7568233190513141
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ENO4,0.24580817111433487
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ETHE1,0.4053844337235586
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,FAM162B,0.8388380958807058
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,FAXC,0.8134678317195776
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,FRY,0.017577004824398636
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,FUT5,0.5625316284875679
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,GALE,0.7441719240241558
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,GAPDH,0.8677507506494383
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,GBE1,0.6529806686683985
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,GLUL,0.8307074660099187
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,HAO2,0.7281468236564218
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,HDAC3,0.30066461995209337
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,HIGD2B,0.9121487129314125
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,HPGDS,0.4236361796160723
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,KATNAL1,0.7306433656084478
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,KDM1A,0.1622414898282784
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,KDM4A,0.43972875409061773
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,KMT5A,0.252960426436355
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,LDHA,0.7919435916467056
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,LMF1,0.6369555683006646
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,LPGAT1,0.6209642049863365
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,MARCO,NA
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,MCEE,0.25744745453932055
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,MDH1,0.41331264127391115
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,MDH2,0.3946223136871226
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NADK2,0.9032083937788874
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NDRG1,0.9566141493201984
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NFE2L1,0.24567322290071186
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NFYA,0.7137073647987585
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NR5A2,0.0237508855976519
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,NT5C3A,0.6669478087783813
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,OSGIN1,0.92402415573023855
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,OVCH2,NA
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,P4HA3,0.9255085860800918
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PCCA,0.8538173475928612
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PCCB,0.13032623730643367
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PCK2,0.9727067237947438
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PHGDH,0.9556357747714315
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PHYH,0.8735535238352282
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PNPO,0.16507540231436185
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PSAT1,0.9228433588610371
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,PSPH,0.7741641645018724
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,RNF26,0.019871124455990014
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SBK1,0.5454944165176614
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SDHA,0.1731048210249317
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SFTPD,0.31655477210620425
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SLC25A10,0.21999932525893187
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SLC26A10,0.6024762997199825
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SLC7A6,0.5130393711413245
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,SQOR,0.47134037313181065
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,TDRD15,NA
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,TMLHE,0.17735568975405688
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,TPI1,0.7616814547417429
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,TST,0.6805438413009007
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,UNKL,0.37080395398265914
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,WNT4,0.8742620019567491
GSE53510_HPMEC_1% O2_48h,GSE53510,HPMEC,1% O2,48h,ZACN,0.03282615296380014
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ACSF3,0.1450952717007763
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ACSS2,0.13623853211009174
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ADAM11,0.4572335920959774
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ALDOA,0.8002470007057163
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ATXN1L,0.26767819336626675
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,BAZ2B,0.973712067748765
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,BTBD17,NA
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,CBS,0.7264643613267466
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,CDO1,0.09019054340155258
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,CLUAP1,0.17589978828510938
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,COLQ,0.7179604798870854
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,CRISP2,0.6698306280875088
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,CTSB,0.1880028228652082
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,DRAM2,0.25116443189837684
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,DUSP11,0.12265349329569514
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,EEF2K,0.029393083980239945
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,EGLN2,0.7131616090331687
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ENDOU,0.41545518701482004
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ENO4,0.36707833450952715
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,ETHE1,0.876076217360621
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,FAM162B,0.8045518701482004
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,FAXC,0.49403669724770644
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,FRY,0.20949188426252646
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,FUT5,NA
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,GALE,0.8548694424841213
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,GAPDH,0.8418136908962597
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,GBE1,0.19640084685956247
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,GLUL,0.11806633733239238
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,HAO2,0.4306280875088215
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,HDAC3,0.5895553987297106
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,HIGD2B,0.5387791107974594
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,HPGDS,0.6740649258997883
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,KATNAL1,0.05095271700776288
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,KDM1A,0.3019054340155258
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,KDM4A,0.09195483415666902
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,KMT5A,0.027593507410021173
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,LDHA,0.1588214537755822
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,LMF1,0.5589625970359915
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,LPGAT1,0.09710656316160904
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,MARCO,NA
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,MCEE,0.9338743824982357
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,MDH1,0.720712773465067
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,MDH2,0.31630204657727595
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NADK2,0.04516584333098095
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NDRG1,0.17907551164431898
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NFE2L1,0.02893436838390967
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NFYA,0.15409315455187014
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NR5A2,0.06249117854622442
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,NT5C3A,0.27904022582921667
GSE53510_HPMEC_1% O2_8h,GSE53510,HPMEC,1% O2,8h,OSGIN1,0.7985885673959069
